person,candidate_v,candidate_v_num,distance,true_v,true_v_num,exists_in_run,run_v,run_v_num,is_ground_truth,ground_truth_missing_in_run,absolute_error,signed_error,distance_rank_for_person
person0,v91,91,3.3468118,v86,86,False,,,False,True,5,5,1
person0,v86,86,3.3919291,v86,86,False,,,True,True,0,0,2
person0,v95,95,3.4546158,v86,86,False,,,False,True,9,9,3
person0,v80,80,3.5163555,v86,86,False,,,False,True,6,-6,4
person0,v94,94,3.5550025,v86,86,False,,,False,True,8,8,5
person0,v90,90,3.5959296,v86,86,False,,,False,True,4,4,6
person0,v77,77,3.6051044,v86,86,False,,,False,True,9,-9,7
person0,v100,100,3.6110675,v86,86,False,,,False,True,14,14,8
person0,v98,98,3.6161904,v86,86,False,,,False,True,12,12,9
person0,v84,84,3.621707,v86,86,False,,,False,True,2,-2,10
person0,v89,89,3.623559,v86,86,False,,,False,True,3,3,11
person0,v83,83,3.6422915,v86,86,False,,,False,True,3,-3,12
person0,v73,73,3.6424303,v86,86,False,,,False,True,13,-13,13
person0,v85,85,3.657239,v86,86,False,,,False,True,1,-1,14
person0,v88,88,3.662937,v86,86,False,,,False,True,2,2,15
person0,v65,65,3.6710339,v86,86,False,,,False,True,21,-21,16
person0,v99,99,3.6960614,v86,86,False,,,False,True,13,13,17
person0,v71,71,3.6970973,v86,86,False,,,False,True,15,-15,18
person0,v92,92,3.70571,v86,86,False,,,False,True,6,6,19
person0,v78,78,3.7165995,v86,86,False,,,False,True,8,-8,20
person0,v97,97,3.7242978,v86,86,False,,,False,True,11,11,21
person0,v74,74,3.725702,v86,86,False,,,False,True,12,-12,22
person0,v96,96,3.7294683,v86,86,False,,,False,True,10,10,23
person0,v66,66,3.7320704,v86,86,False,,,False,True,20,-20,24
person0,v69,69,3.7397988,v86,86,False,,,False,True,17,-17,25
person0,v68,68,3.7421317,v86,86,False,,,False,True,18,-18,26
person0,v54,54,3.7473402,v86,86,False,,,False,True,32,-32,27
person0,v62,62,3.749616,v86,86,False,,,False,True,24,-24,28
person0,v79,79,3.7552586,v86,86,False,,,False,True,7,-7,29
person0,v58,58,3.7732513,v86,86,False,,,False,True,28,-28,30
person0,v53,53,3.779863,v86,86,False,,,False,True,33,-33,31
person0,v81,81,3.7975204,v86,86,False,,,False,True,5,-5,32
person0,v67,67,3.8008707,v86,86,False,,,False,True,19,-19,33
person0,v72,72,3.803522,v86,86,False,,,False,True,14,-14,34
person0,v76,76,3.8054914,v86,86,False,,,False,True,10,-10,35
person0,v87,87,3.8099337,v86,86,False,,,False,True,1,1,36
person0,v52,52,3.812389,v86,86,False,,,False,True,34,-34,37
person0,v64,64,3.8124309,v86,86,False,,,False,True,22,-22,38
person0,v70,70,3.8417845,v86,86,False,,,False,True,16,-16,39
person0,v46,46,3.8881488,v86,86,False,,,False,True,40,-40,40
person0,v43,43,3.9013715,v86,86,False,,,False,True,43,-43,41
person0,v55,55,3.9019718,v86,86,False,,,False,True,31,-31,42
person0,v82,82,3.9088511,v86,86,False,,,False,True,4,-4,43
person0,v61,61,3.9234736,v86,86,False,,,False,True,25,-25,44
person0,v75,75,3.9259202,v86,86,False,,,False,True,11,-11,45
person0,v59,59,3.9363418,v86,86,False,,,False,True,27,-27,46
person0,v48,48,3.937801,v86,86,False,,,False,True,38,-38,47
person0,v93,93,3.9454317,v86,86,False,,,False,True,7,7,48
person0,v51,51,3.9595776,v86,86,False,,,False,True,35,-35,49
person0,v45,45,3.9799817,v86,86,False,,,False,True,41,-41,50
person0,v38,38,3.984592,v86,86,False,,,False,True,48,-48,51
person0,v25,25,3.9982433,v86,86,False,,,False,True,61,-61,52
person0,v57,57,4.053937,v86,86,False,,,False,True,29,-29,53
person0,v35,35,4.0685716,v86,86,False,,,False,True,51,-51,54
person0,v60,60,4.0746207,v86,86,False,,,False,True,26,-26,55
person0,v50,50,4.0755057,v86,86,False,,,False,True,36,-36,56
person0,v47,47,4.0789604,v86,86,False,,,False,True,39,-39,57
person0,v37,37,4.0823374,v86,86,False,,,False,True,49,-49,58
person0,v42,42,4.0838084,v86,86,False,,,False,True,44,-44,59
person0,v56,56,4.1030855,v86,86,False,,,False,True,30,-30,60
person0,v36,36,4.1116686,v86,86,False,,,False,True,50,-50,61
person0,v63,63,4.117599,v86,86,False,,,False,True,23,-23,62
person0,v29,29,4.1211677,v86,86,False,,,False,True,57,-57,63
person0,v41,41,4.126191,v86,86,False,,,False,True,45,-45,64
person0,v26,26,4.127631,v86,86,False,,,False,True,60,-60,65
person0,v30,30,4.1369367,v86,86,False,,,False,True,56,-56,66
person0,v21,21,4.147974,v86,86,False,,,False,True,65,-65,67
person0,v31,31,4.1483474,v86,86,False,,,False,True,55,-55,68
person0,v49,49,4.149265,v86,86,False,,,False,True,37,-37,69
person0,v22,22,4.1906824,v86,86,False,,,False,True,64,-64,70
person0,v28,28,4.199667,v86,86,False,,,False,True,58,-58,71
person0,v40,40,4.2296433,v86,86,False,,,False,True,46,-46,72
person0,v39,39,4.2560487,v86,86,False,,,False,True,47,-47,73
person0,v23,23,4.259485,v86,86,False,,,False,True,63,-63,74
person0,v32,32,4.259645,v86,86,False,,,False,True,54,-54,75
person0,v11,11,4.2751412,v86,86,False,,,False,True,75,-75,76
person0,v27,27,4.279239,v86,86,False,,,False,True,59,-59,77
person0,v44,44,4.2865562,v86,86,False,,,False,True,42,-42,78
person0,v34,34,4.340302,v86,86,False,,,False,True,52,-52,79
person0,v33,33,4.363625,v86,86,False,,,False,True,53,-53,80
person0,v19,19,4.3658624,v86,86,False,,,False,True,67,-67,81
person0,v17,17,4.441283,v86,86,False,,,False,True,69,-69,82
person0,v16,16,4.4485693,v86,86,False,,,False,True,70,-70,83
person0,v12,12,4.466188,v86,86,False,,,False,True,74,-74,84
person0,v13,13,4.479447,v86,86,False,,,False,True,73,-73,85
person0,v15,15,4.500124,v86,86,False,,,False,True,71,-71,86
person0,v20,20,4.5034018,v86,86,False,,,False,True,66,-66,87
person0,v24,24,4.5130258,v86,86,False,,,False,True,62,-62,88
person0,v4,4,4.5924797,v86,86,False,,,False,True,82,-82,89
person0,v6,6,4.652546,v86,86,False,,,False,True,80,-80,90
person0,v3,3,4.6560917,v86,86,False,,,False,True,83,-83,91
person0,v18,18,4.668708,v86,86,False,,,False,True,68,-68,92
person0,v9,9,4.6827717,v86,86,False,,,False,True,77,-77,93
person0,v10,10,4.71966,v86,86,False,,,False,True,76,-76,94
person0,v14,14,4.745136,v86,86,False,,,False,True,72,-72,95
person0,v8,8,4.7703347,v86,86,False,,,False,True,78,-78,96
person0,v7,7,4.8498406,v86,86,False,,,False,True,79,-79,97
person0,v2,2,4.964094,v86,86,False,,,False,True,84,-84,98
person0,v5,5,5.0023656,v86,86,False,,,False,True,81,-81,99
person0,v1,1,5.4934807,v86,86,False,,,False,True,85,-85,100
person1,v64,64,3.1494546,v64,64,True,v64,64.0,True,False,0,0,1
person1,v89,89,3.495918,v64,64,True,v64,64.0,False,False,25,25,2
person1,v58,58,3.5458312,v64,64,True,v64,64.0,False,False,6,-6,3
person1,v54,54,3.5464635,v64,64,True,v64,64.0,False,False,10,-10,4
person1,v68,68,3.57578,v64,64,True,v64,64.0,False,False,4,4,5
person1,v71,71,3.5771987,v64,64,True,v64,64.0,False,False,7,7,6
person1,v73,73,3.5860932,v64,64,True,v64,64.0,False,False,9,9,7
person1,v76,76,3.6063328,v64,64,True,v64,64.0,False,False,12,12,8
person1,v66,66,3.6084526,v64,64,True,v64,64.0,False,False,2,2,9
person1,v80,80,3.6468956,v64,64,True,v64,64.0,False,False,16,16,10
person1,v50,50,3.6519384,v64,64,True,v64,64.0,False,False,14,-14,11
person1,v69,69,3.6527872,v64,64,True,v64,64.0,False,False,5,5,12
person1,v48,48,3.697404,v64,64,True,v64,64.0,False,False,16,-16,13
person1,v55,55,3.7003741,v64,64,True,v64,64.0,False,False,9,-9,14
person1,v53,53,3.7040365,v64,64,True,v64,64.0,False,False,11,-11,15
person1,v52,52,3.7058713,v64,64,True,v64,64.0,False,False,12,-12,16
