person,candidate_v,candidate_v_num,distance,true_v,true_v_num,exists_in_run,run_v,run_v_num,is_ground_truth,ground_truth_missing_in_run,absolute_error,signed_error,distance_rank_for_person
person0,v85,85,3.0746377,v86,86,True,v86,86,False,False,1,-1,1
person0,v86,86,3.0978055,v86,86,True,v86,86,True,False,0,0,2
person0,v77,77,3.1263824,v86,86,True,v86,86,False,False,9,-9,3
person0,v93,93,3.2056475,v86,86,True,v86,86,False,False,7,7,4
person0,v73,73,3.2294645,v86,86,True,v86,86,False,False,13,-13,5
person0,v76,76,3.2317955,v86,86,True,v86,86,False,False,10,-10,6
person0,v84,84,3.2573998,v86,86,True,v86,86,False,False,2,-2,7
person0,v99,99,3.2873878,v86,86,True,v86,86,False,False,13,13,8
person0,v72,72,3.2912338,v86,86,True,v86,86,False,False,14,-14,9
person0,v89,89,3.3130898,v86,86,True,v86,86,False,False,3,3,10
person0,v79,79,3.3365529,v86,86,True,v86,86,False,False,7,-7,11
person0,v82,82,3.3387227,v86,86,True,v86,86,False,False,4,-4,12
person0,v66,66,3.3396254,v86,86,True,v86,86,False,False,20,-20,13
person0,v71,71,3.3496678,v86,86,True,v86,86,False,False,15,-15,14
person0,v100,100,3.3985057,v86,86,True,v86,86,False,False,14,14,15
person0,v80,80,3.4011796,v86,86,True,v86,86,False,False,6,-6,16
person0,v81,81,3.404405,v86,86,True,v86,86,False,False,5,-5,17
person0,v96,96,3.4084961,v86,86,True,v86,86,False,False,10,10,18
person0,v87,87,3.4176302,v86,86,True,v86,86,False,False,1,1,19
person0,v90,90,3.4194489,v86,86,True,v86,86,False,False,4,4,20
person0,v95,95,3.4400704,v86,86,True,v86,86,False,False,9,9,21
person0,v53,53,3.4591577,v86,86,True,v86,86,False,False,33,-33,22
person0,v68,68,3.4671729,v86,86,True,v86,86,False,False,18,-18,23
person0,v70,70,3.4731843,v86,86,True,v86,86,False,False,16,-16,24
person0,v94,94,3.4823468,v86,86,True,v86,86,False,False,8,8,25
person0,v91,91,3.4862409,v86,86,True,v86,86,False,False,5,5,26
person0,v59,59,3.5093467,v86,86,True,v86,86,False,False,27,-27,27
person0,v74,74,3.51298,v86,86,True,v86,86,False,False,12,-12,28
person0,v58,58,3.5149796,v86,86,True,v86,86,False,False,28,-28,29
person0,v75,75,3.516868,v86,86,True,v86,86,False,False,11,-11,30
person0,v97,97,3.5198343,v86,86,True,v86,86,False,False,11,11,31
person0,v65,65,3.5242589,v86,86,True,v86,86,False,False,21,-21,32
person0,v88,88,3.5294054,v86,86,True,v86,86,False,False,2,2,33
person0,v62,62,3.5447295,v86,86,True,v86,86,False,False,24,-24,34
person0,v98,98,3.545025,v86,86,True,v86,86,False,False,12,12,35
person0,v54,54,3.5504408,v86,86,True,v86,86,False,False,32,-32,36
person0,v67,67,3.5567539,v86,86,True,v86,86,False,False,19,-19,37
person0,v69,69,3.5571113,v86,86,True,v86,86,False,False,17,-17,38
person0,v78,78,3.5619736,v86,86,True,v86,86,False,False,8,-8,39
person0,v64,64,3.5756426,v86,86,True,v86,86,False,False,22,-22,40
person0,v83,83,3.5803404,v86,86,True,v86,86,False,False,3,-3,41
person0,v61,61,3.5841696,v86,86,True,v86,86,False,False,25,-25,42
person0,v92,92,3.613614,v86,86,True,v86,86,False,False,6,6,43
person0,v52,52,3.6400888,v86,86,True,v86,86,False,False,34,-34,44
person0,v57,57,3.6940467,v86,86,True,v86,86,False,False,29,-29,45
person0,v47,47,3.7011428,v86,86,True,v86,86,False,False,39,-39,46
person0,v37,37,3.7180843,v86,86,True,v86,86,False,False,49,-49,47
person0,v56,56,3.744735,v86,86,True,v86,86,False,False,30,-30,48
person0,v43,43,3.7497377,v86,86,True,v86,86,False,False,43,-43,49
person0,v45,45,3.7497563,v86,86,True,v86,86,False,False,41,-41,50
person0,v46,46,3.7637706,v86,86,True,v86,86,False,False,40,-40,51
person0,v33,33,3.7748344,v86,86,True,v86,86,False,False,53,-53,52
person0,v63,63,3.7853413,v86,86,True,v86,86,False,False,23,-23,53
person0,v48,48,3.803861,v86,86,True,v86,86,False,False,38,-38,54
person0,v50,50,3.8083653,v86,86,True,v86,86,False,False,36,-36,55
