person,candidate_v,candidate_v_num,distance,true_v,true_v_num,exists_in_run,run_v,run_v_num,is_ground_truth,ground_truth_missing_in_run,absolute_error,signed_error,distance_rank_for_person
person0,v16,16,3.3153348,v38,38,False,,,False,True,22,-22,1
person0,v33,33,3.3828416,v38,38,False,,,False,True,5,-5,2
person0,v38,38,3.3911676,v38,38,False,,,True,True,0,0,3
person0,v68,68,3.4177766,v38,38,False,,,False,True,30,30,4
person0,v43,43,3.4248285,v38,38,False,,,False,True,5,5,5
person0,v45,45,3.431289,v38,38,False,,,False,True,7,7,6
person0,v37,37,3.4395642,v38,38,False,,,False,True,1,-1,7
person0,v62,62,3.4500418,v38,38,False,,,False,True,24,24,8
person0,v30,30,3.450368,v38,38,False,,,False,True,8,-8,9
person0,v35,35,3.4532473,v38,38,False,,,False,True,3,-3,10
person0,v23,23,3.4832754,v38,38,False,,,False,True,15,-15,11
person0,v27,27,3.4918516,v38,38,False,,,False,True,11,-11,12
person0,v49,49,3.4919736,v38,38,False,,,False,True,11,11,13
person0,v19,19,3.494903,v38,38,False,,,False,True,19,-19,14
person0,v32,32,3.498218,v38,38,False,,,False,True,6,-6,15
person0,v22,22,3.4991455,v38,38,False,,,False,True,16,-16,16
person0,v26,26,3.5005713,v38,38,False,,,False,True,12,-12,17
person0,v52,52,3.5087245,v38,38,False,,,False,True,14,14,18
person0,v36,36,3.510417,v38,38,False,,,False,True,2,-2,19
person0,v34,34,3.5261838,v38,38,False,,,False,True,4,-4,20
person0,v24,24,3.5268924,v38,38,False,,,False,True,14,-14,21
person0,v57,57,3.529087,v38,38,False,,,False,True,19,19,22
person0,v39,39,3.5306702,v38,38,False,,,False,True,1,1,23
person0,v29,29,3.5660405,v38,38,False,,,False,True,9,-9,24
person0,v53,53,3.5710804,v38,38,False,,,False,True,15,15,25
person0,v59,59,3.575107,v38,38,False,,,False,True,21,21,26
person0,v15,15,3.577971,v38,38,False,,,False,True,23,-23,27
person0,v58,58,3.5781798,v38,38,False,,,False,True,20,20,28
person0,v28,28,3.5795708,v38,38,False,,,False,True,10,-10,29
person0,v77,77,3.5799444,v38,38,False,,,False,True,39,39,30
person0,v72,72,3.5883121,v38,38,False,,,False,True,34,34,31
person0,v50,50,3.5894403,v38,38,False,,,False,True,12,12,32
person0,v42,42,3.5900052,v38,38,False,,,False,True,4,4,33
person0,v60,60,3.59441,v38,38,False,,,False,True,22,22,34
person0,v17,17,3.5948281,v38,38,False,,,False,True,21,-21,35
person0,v11,11,3.5948825,v38,38,False,,,False,True,27,-27,36
person0,v63,63,3.5963159,v38,38,False,,,False,True,25,25,37
person0,v25,25,3.600851,v38,38,False,,,False,True,13,-13,38
person0,v69,69,3.6040564,v38,38,False,,,False,True,31,31,39
person0,v20,20,3.605231,v38,38,False,,,False,True,18,-18,40
person0,v75,75,3.6093779,v38,38,False,,,False,True,37,37,41
person0,v54,54,3.6176682,v38,38,False,,,False,True,16,16,42
person0,v40,40,3.6245782,v38,38,False,,,False,True,2,2,43
person0,v56,56,3.634167,v38,38,False,,,False,True,18,18,44
person0,v55,55,3.634971,v38,38,False,,,False,True,17,17,45
person0,v61,61,3.6357496,v38,38,False,,,False,True,23,23,46
person0,v46,46,3.6397564,v38,38,False,,,False,True,8,8,47
person0,v14,14,3.640033,v38,38,False,,,False,True,24,-24,48
person0,v41,41,3.645177,v38,38,False,,,False,True,3,3,49
person0,v12,12,3.6484103,v38,38,False,,,False,True,26,-26,50
person0,v44,44,3.6560853,v38,38,False,,,False,True,6,6,51
person0,v13,13,3.6827645,v38,38,False,,,False,True,25,-25,52
person0,v47,47,3.690832,v38,38,False,,,False,True,9,9,53
person0,v31,31,3.6916423,v38,38,False,,,False,True,7,-7,54
person0,v21,21,3.703414,v38,38,False,,,False,True,17,-17,55
person0,v51,51,3.7058809,v38,38,False,,,False,True,13,13,56
person0,v85,85,3.7110581,v38,38,False,,,False,True,47,47,57
person0,v18,18,3.7227204,v38,38,False,,,False,True,20,-20,58
person0,v10,10,3.7540936,v38,38,False,,,False,True,28,-28,59
person0,v71,71,3.759347,v38,38,False,,,False,True,33,33,60
person0,v8,8,3.7848992,v38,38,False,,,False,True,30,-30,61
person0,v7,7,3.786878,v38,38,False,,,False,True,31,-31,62
person0,v65,65,3.7912595,v38,38,False,,,False,True,27,27,63
person0,v79,79,3.7966833,v38,38,False,,,False,True,41,41,64
person0,v48,48,3.7993948,v38,38,False,,,False,True,10,10,65
person0,v81,81,3.8031282,v38,38,False,,,False,True,43,43,66
person0,v67,67,3.8212397,v38,38,False,,,False,True,29,29,67
person0,v70,70,3.838521,v38,38,False,,,False,True,32,32,68
person0,v78,78,3.8385575,v38,38,False,,,False,True,40,40,69
person0,v89,89,3.8422701,v38,38,False,,,False,True,51,51,70
person0,v73,73,3.8455255,v38,38,False,,,False,True,35,35,71
person0,v4,4,3.8501196,v38,38,False,,,False,True,34,-34,72
person0,v84,84,3.8548453,v38,38,False,,,False,True,46,46,73
person0,v100,100,3.8558183,v38,38,False,,,False,True,62,62,74
person0,v83,83,3.862803,v38,38,False,,,False,True,45,45,75
person0,v5,5,3.8761384,v38,38,False,,,False,True,33,-33,76
person0,v98,98,3.8849366,v38,38,False,,,False,True,60,60,77
person0,v66,66,3.8936093,v38,38,False,,,False,True,28,28,78
person0,v64,64,3.8937802,v38,38,False,,,False,True,26,26,79
person0,v90,90,3.9268553,v38,38,False,,,False,True,52,52,80
person0,v3,3,3.9388776,v38,38,False,,,False,True,35,-35,81
person0,v80,80,3.9458923,v38,38,False,,,False,True,42,42,82
person0,v91,91,3.9564383,v38,38,False,,,False,True,53,53,83
person0,v76,76,3.9823864,v38,38,False,,,False,True,38,38,84
person0,v93,93,3.9935582,v38,38,False,,,False,True,55,55,85
person0,v95,95,4.016268,v38,38,False,,,False,True,57,57,86
person0,v92,92,4.038384,v38,38,False,,,False,True,54,54,87
person0,v87,87,4.106696,v38,38,False,,,False,True,49,49,88
