person,candidate_v,candidate_v_num,distance,true_v,true_v_num,exists_in_run,run_v,run_v_num,is_ground_truth,ground_truth_missing_in_run,absolute_error,signed_error,distance_rank_for_person
person0,v38,38,1.8722336,v38,38,True,v38,38.0,True,False,0,0,1
person0,v57,57,2.0718968,v38,38,True,v38,38.0,False,False,19,19,2
person0,v27,27,2.1540585,v38,38,True,v38,38.0,False,False,11,-11,3
person0,v19,19,2.1703193,v38,38,True,v38,38.0,False,False,19,-19,4
person0,v33,33,2.185928,v38,38,True,v38,38.0,False,False,5,-5,5
person0,v31,31,2.1953416,v38,38,True,v38,38.0,False,False,7,-7,6
person0,v48,48,2.1959329,v38,38,True,v38,38.0,False,False,10,10,7
person0,v34,34,2.2134979,v38,38,True,v38,38.0,False,False,4,-4,8
person0,v23,23,2.2275062,v38,38,True,v38,38.0,False,False,15,-15,9
person0,v26,26,2.2288249,v38,38,True,v38,38.0,False,False,12,-12,10
person0,v30,30,2.2386034,v38,38,True,v38,38.0,False,False,8,-8,11
person0,v39,39,2.2453005,v38,38,True,v38,38.0,False,False,1,1,12
person0,v45,45,2.2479174,v38,38,True,v38,38.0,False,False,7,7,13
person0,v24,24,2.2723567,v38,38,True,v38,38.0,False,False,14,-14,14
person0,v50,50,2.2775273,v38,38,True,v38,38.0,False,False,12,12,15
person0,v37,37,2.2810416,v38,38,True,v38,38.0,False,False,1,-1,16
person0,v32,32,2.282624,v38,38,True,v38,38.0,False,False,6,-6,17
person0,v36,36,2.2901995,v38,38,True,v38,38.0,False,False,2,-2,18
person0,v14,14,2.2952754,v38,38,True,v38,38.0,False,False,24,-24,19
person0,v17,17,2.298136,v38,38,True,v38,38.0,False,False,21,-21,20
person0,v64,64,2.3019745,v38,38,True,v38,38.0,False,False,26,26,21
person0,v21,21,2.3022168,v38,38,True,v38,38.0,False,False,17,-17,22
person0,v25,25,2.3117461,v38,38,True,v38,38.0,False,False,13,-13,23
person0,v51,51,2.312138,v38,38,True,v38,38.0,False,False,13,13,24
person0,v46,46,2.3252327,v38,38,True,v38,38.0,False,False,8,8,25
person0,v49,49,2.3305225,v38,38,True,v38,38.0,False,False,11,11,26
person0,v52,52,2.3456464,v38,38,True,v38,38.0,False,False,14,14,27
person0,v28,28,2.348048,v38,38,True,v38,38.0,False,False,10,-10,28
person0,v10,10,2.3516405,v38,38,True,v38,38.0,False,False,28,-28,29
person0,v15,15,2.3548517,v38,38,True,v38,38.0,False,False,23,-23,30
person0,v29,29,2.3611832,v38,38,True,v38,38.0,False,False,9,-9,31
person0,v12,12,2.3615496,v38,38,True,v38,38.0,False,False,26,-26,32
person0,v44,44,2.3659403,v38,38,True,v38,38.0,False,False,6,6,33
person0,v20,20,2.3663208,v38,38,True,v38,38.0,False,False,18,-18,34
person0,v47,47,2.3763182,v38,38,True,v38,38.0,False,False,9,9,35
person0,v43,43,2.3764522,v38,38,True,v38,38.0,False,False,5,5,36
person0,v42,42,2.38154,v38,38,True,v38,38.0,False,False,4,4,37
person0,v22,22,2.387434,v38,38,True,v38,38.0,False,False,16,-16,38
person0,v6,6,2.3975308,v38,38,True,v38,38.0,False,False,32,-32,39
person0,v53,53,2.4045439,v38,38,True,v38,38.0,False,False,15,15,40
person0,v55,55,2.413523,v38,38,True,v38,38.0,False,False,17,17,41
person0,v60,60,2.4281905,v38,38,True,v38,38.0,False,False,22,22,42
person0,v18,18,2.4493618,v38,38,True,v38,38.0,False,False,20,-20,43
person0,v41,41,2.4508972,v38,38,True,v38,38.0,False,False,3,3,44
person0,v54,54,2.459638,v38,38,True,v38,38.0,False,False,16,16,45
person0,v35,35,2.4725196,v38,38,True,v38,38.0,False,False,3,-3,46
person0,v11,11,2.4991605,v38,38,True,v38,38.0,False,False,27,-27,47
person0,v66,66,2.4997008,v38,38,True,v38,38.0,False,False,28,28,48
person0,v16,16,2.506102,v38,38,True,v38,38.0,False,False,22,-22,49
person0,v9,9,2.507703,v38,38,True,v38,38.0,False,False,29,-29,50
person0,v72,72,2.5109913,v38,38,True,v38,38.0,False,False,34,34,51
person0,v82,82,2.5134382,v38,38,True,v38,38.0,False,False,44,44,52
person0,v61,61,2.520753,v38,38,True,v38,38.0,False,False,23,23,53
person0,v70,70,2.5249887,v38,38,True,v38,38.0,False,False,32,32,54
person0,v69,69,2.5302243,v38,38,True,v38,38.0,False,False,31,31,55
person0,v77,77,2.5310037,v38,38,True,v38,38.0,False,False,39,39,56
person0,v68,68,2.5389447,v38,38,True,v38,38.0,False,False,30,30,57
person0,v7,7,2.540545,v38,38,True,v38,38.0,False,False,31,-31,58
person0,v40,40,2.5429897,v38,38,True,v38,38.0,False,False,2,2,59
person0,v59,59,2.545485,v38,38,True,v38,38.0,False,False,21,21,60
person0,v73,73,2.5494196,v38,38,True,v38,38.0,False,False,35,35,61
person0,v65,65,2.5598216,v38,38,True,v38,38.0,False,False,27,27,62
