person,candidate_v,candidate_v_num,distance,true_v,true_v_num,exists_in_run,run_v,run_v_num,is_ground_truth,ground_truth_missing_in_run,absolute_error,signed_error,distance_rank_for_person
person0,v38,38,2.3246934,v38,38,True,v38,38.0,True,False,0,0,1
person0,v28,28,2.3534985,v38,38,True,v38,38.0,False,False,10,-10,2
person0,v32,32,2.360796,v38,38,True,v38,38.0,False,False,6,-6,3
person0,v42,42,2.3688552,v38,38,True,v38,38.0,False,False,4,4,4
person0,v68,68,2.3783374,v38,38,True,v38,38.0,False,False,30,30,5
person0,v19,19,2.3802116,v38,38,True,v38,38.0,False,False,19,-19,6
person0,v55,55,2.3891003,v38,38,True,v38,38.0,False,False,17,17,7
person0,v52,52,2.3971236,v38,38,True,v38,38.0,False,False,14,14,8
person0,v48,48,2.4113152,v38,38,True,v38,38.0,False,False,10,10,9
person0,v37,37,2.4190016,v38,38,True,v38,38.0,False,False,1,-1,10
person0,v39,39,2.4254858,v38,38,True,v38,38.0,False,False,1,1,11
person0,v24,24,2.4321897,v38,38,True,v38,38.0,False,False,14,-14,12
person0,v12,12,2.4388757,v38,38,True,v38,38.0,False,False,26,-26,13
person0,v64,64,2.4458559,v38,38,True,v38,38.0,False,False,26,26,14
person0,v76,76,2.4540832,v38,38,True,v38,38.0,False,False,38,38,15
person0,v33,33,2.4606135,v38,38,True,v38,38.0,False,False,5,-5,16
person0,v27,27,2.4616902,v38,38,True,v38,38.0,False,False,11,-11,17
person0,v41,41,2.4633222,v38,38,True,v38,38.0,False,False,3,3,18
person0,v31,31,2.4740283,v38,38,True,v38,38.0,False,False,7,-7,19
person0,v26,26,2.479455,v38,38,True,v38,38.0,False,False,12,-12,20
person0,v29,29,2.4876502,v38,38,True,v38,38.0,False,False,9,-9,21
person0,v20,20,2.522275,v38,38,True,v38,38.0,False,False,18,-18,22
person0,v47,47,2.5343766,v38,38,True,v38,38.0,False,False,9,9,23
person0,v45,45,2.5426285,v38,38,True,v38,38.0,False,False,7,7,24
person0,v6,6,2.5515814,v38,38,True,v38,38.0,False,False,32,-32,25
person0,v36,36,2.5534353,v38,38,True,v38,38.0,False,False,2,-2,26
person0,v43,43,2.5573986,v38,38,True,v38,38.0,False,False,5,5,27
person0,v57,57,2.5600758,v38,38,True,v38,38.0,False,False,19,19,28
person0,v8,8,2.5773962,v38,38,True,v38,38.0,False,False,30,-30,29
person0,v9,9,2.5854049,v38,38,True,v38,38.0,False,False,29,-29,30
