v1	lessThan	v2
v1	lessThan	v3
v1	lessThan	v4
v1	lessThan	v5
v1	lessThan	v6
v1	lessThan	v7
v1	lessThan	v8
v1	lessThan	v9
v1	lessThan	v10
v1	lessThan	v11
v1	lessThan	v12
v1	lessThan	v13
v1	lessThan	v14
v1	lessThan	v15
v1	lessThan	v16
v1	lessThan	v17
v1	lessThan	v18
v1	lessThan	v19
v1	lessThan	v20
v1	lessThan	v21
v1	lessThan	v22
v1	lessThan	v23
v1	lessThan	v24
v1	lessThan	v25
v1	lessThan	v26
v1	lessThan	v27
v1	lessThan	v28
v1	lessThan	v29
v1	lessThan	v30
v1	lessThan	v31
v1	lessThan	v32
v1	lessThan	v33
v1	lessThan	v34
v1	lessThan	v35
v1	lessThan	v36
v1	lessThan	v37
v1	lessThan	v38
v1	lessThan	v39
v1	lessThan	v40
v1	lessThan	v41
v1	lessThan	v42
v1	lessThan	v43
v1	lessThan	v44
v1	lessThan	v45
v1	lessThan	v46
v1	lessThan	v47
v1	lessThan	v48
v1	lessThan	v49
v1	lessThan	v50
v1	lessThan	v51
v1	lessThan	v52
v1	lessThan	v53
v1	lessThan	v54
v1	lessThan	v55
v1	lessThan	v56
v1	lessThan	v57
v1	lessThan	v58
v1	lessThan	v59
v1	lessThan	v60
v1	lessThan	v61
v1	lessThan	v62
v1	lessThan	v63
v1	lessThan	v64
v1	lessThan	v65
v1	lessThan	v66
v1	lessThan	v67
v1	lessThan	v68
v1	lessThan	v69
v1	lessThan	v70
v1	lessThan	v71
v1	lessThan	v72
v1	lessThan	v73
v1	lessThan	v74
v1	lessThan	v75
v1	lessThan	v76
v1	lessThan	v77
v1	lessThan	v78
v1	lessThan	v79
v1	lessThan	v80
v1	lessThan	v81
v1	lessThan	v82
v1	lessThan	v83
v1	lessThan	v84
v1	lessThan	v85
v1	lessThan	v86
v1	lessThan	v87
v1	lessThan	v88
v1	lessThan	v89
v1	lessThan	v90
v1	lessThan	v91
v1	lessThan	v92
v1	lessThan	v93
v1	lessThan	v94
v1	lessThan	v95
v1	lessThan	v96
v1	lessThan	v97
v1	lessThan	v98
v1	lessThan	v99
v1	lessThan	v100
person72	hasAge	v2
v2	lessThan	v3
v2	lessThan	v4
v2	lessThan	v5
v2	lessThan	v6
v2	lessThan	v7
v2	lessThan	v8
v2	lessThan	v9
v2	lessThan	v10
v2	lessThan	v11
v2	lessThan	v12
v2	lessThan	v13
v2	lessThan	v14
v2	lessThan	v15
v2	lessThan	v16
v2	lessThan	v17
v2	lessThan	v18
v2	lessThan	v19
v2	lessThan	v20
v2	lessThan	v21
v2	lessThan	v22
v2	lessThan	v23
v2	lessThan	v24
v2	lessThan	v25
v2	lessThan	v26
v2	lessThan	v27
v2	lessThan	v28
v2	lessThan	v29
v2	lessThan	v30
v2	lessThan	v31
v2	lessThan	v32
v2	lessThan	v33
v2	lessThan	v34
v2	lessThan	v35
v2	lessThan	v36
v2	lessThan	v37
v2	lessThan	v38
v2	lessThan	v39
v2	lessThan	v40
v2	lessThan	v41
v2	lessThan	v42
v2	lessThan	v43
v2	lessThan	v44
v2	lessThan	v45
v2	lessThan	v46
v2	lessThan	v47
v2	lessThan	v48
v2	lessThan	v49
v2	lessThan	v50
v2	lessThan	v51
v2	lessThan	v52
v2	lessThan	v53
v2	lessThan	v54
v2	lessThan	v55
v2	lessThan	v56
v2	lessThan	v57
v2	lessThan	v58
v2	lessThan	v59
v2	lessThan	v60
v2	lessThan	v61
v2	lessThan	v62
v2	lessThan	v63
v2	lessThan	v64
v2	lessThan	v65
v2	lessThan	v66
v2	lessThan	v67
v2	lessThan	v68
v2	lessThan	v69
v2	lessThan	v70
v2	lessThan	v71
v2	lessThan	v72
v2	lessThan	v73
v2	lessThan	v74
v2	lessThan	v75
v2	lessThan	v76
v2	lessThan	v77
v2	lessThan	v78
v2	lessThan	v79
v2	lessThan	v80
v2	lessThan	v81
v2	lessThan	v82
v2	lessThan	v83
v2	lessThan	v84
v2	lessThan	v85
v2	lessThan	v86
v2	lessThan	v87
v2	lessThan	v88
v2	lessThan	v89
v2	lessThan	v90
v2	lessThan	v91
v2	lessThan	v92
v2	lessThan	v93
v2	lessThan	v94
v2	lessThan	v95
v2	lessThan	v96
v2	lessThan	v97
v2	lessThan	v98
v2	lessThan	v99
v2	lessThan	v100
person10	hasAge	v3
v3	lessThan	v4
v3	lessThan	v5
v3	lessThan	v6
v3	lessThan	v7
v3	lessThan	v8
v3	lessThan	v9
v3	lessThan	v10
v3	lessThan	v11
v3	lessThan	v12
v3	lessThan	v13
v3	lessThan	v14
v3	lessThan	v15
v3	lessThan	v16
v3	lessThan	v17
v3	lessThan	v18
v3	lessThan	v19
v3	lessThan	v20
v3	lessThan	v21
v3	lessThan	v22
v3	lessThan	v23
v3	lessThan	v24
v3	lessThan	v25
v3	lessThan	v26
v3	lessThan	v27
v3	lessThan	v28
v3	lessThan	v29
v3	lessThan	v30
v3	lessThan	v31
v3	lessThan	v32
v3	lessThan	v33
v3	lessThan	v34
v3	lessThan	v35
v3	lessThan	v36
v3	lessThan	v37
v3	lessThan	v38
v3	lessThan	v39
v3	lessThan	v40
v3	lessThan	v41
v3	lessThan	v42
v3	lessThan	v43
v3	lessThan	v44
v3	lessThan	v45
v3	lessThan	v46
v3	lessThan	v47
v3	lessThan	v48
v3	lessThan	v49
v3	lessThan	v50
v3	lessThan	v51
v3	lessThan	v52
v3	lessThan	v53
v3	lessThan	v54
v3	lessThan	v55
v3	lessThan	v56
v3	lessThan	v57
v3	lessThan	v58
v3	lessThan	v59
v3	lessThan	v60
v3	lessThan	v61
v3	lessThan	v62
v3	lessThan	v63
v3	lessThan	v64
v3	lessThan	v65
v3	lessThan	v66
v3	lessThan	v67
v3	lessThan	v68
v3	lessThan	v69
v3	lessThan	v70
v3	lessThan	v71
v3	lessThan	v72
v3	lessThan	v73
v3	lessThan	v74
v3	lessThan	v75
v3	lessThan	v76
v3	lessThan	v77
v3	lessThan	v78
v3	lessThan	v79
v3	lessThan	v80
v3	lessThan	v81
v3	lessThan	v82
v3	lessThan	v83
v3	lessThan	v84
v3	lessThan	v85
v3	lessThan	v86
v3	lessThan	v87
v3	lessThan	v88
v3	lessThan	v89
v3	lessThan	v90
v3	lessThan	v91
v3	lessThan	v92
v3	lessThan	v93
v3	lessThan	v94
v3	lessThan	v95
v3	lessThan	v96
v3	lessThan	v97
v3	lessThan	v98
v3	lessThan	v99
v3	lessThan	v100
person42	hasAge	v4
person98	hasAge	v4
v4	lessThan	v5
v4	lessThan	v6
v4	lessThan	v7
v4	lessThan	v8
v4	lessThan	v9
v4	lessThan	v10
v4	lessThan	v11
v4	lessThan	v12
v4	lessThan	v13
v4	lessThan	v14
v4	lessThan	v15
v4	lessThan	v16
v4	lessThan	v17
v4	lessThan	v18
v4	lessThan	v19
v4	lessThan	v20
v4	lessThan	v21
v4	lessThan	v22
v4	lessThan	v23
v4	lessThan	v24
v4	lessThan	v25
v4	lessThan	v26
v4	lessThan	v27
v4	lessThan	v28
